LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;default.payment.next.month
90000;2;2;2;25;0
190000;1;2;2;28;0
185000;2;2;2;29;0
50000;1;1;3;49;0
200000;1;2;2;41;0
300000;1;1;2;30;0
100000;2;3;1;40;0
140000;2;3;2;24;0
50000;1;2;2;24;0
210000;2;2;1;37;0
50000;1;3;2;26;0
50000;1;3;2;45;0
140000;2;2;1;49;0
60000;2;2;1;47;0
45000;2;3;1;43;0
85000;2;3;;26;0
;2;1;2;26;0
185000;2;1;1;51;0
300000;1;2;1;34;0
180000;2;3;1;43;0
135000;2;2;1;45;0
500000;2;1;1;39;0
70000;2;3;1;39;0
;1;2;2;68;0
220000;1;2;2;35;0
95000;2;2;2;23;0
380000;;1;1;37;0
50000;1;2;1;53;0
170000;;1;1;44;0
290000;2;2;1;43;0
280000;2;2;2;28;0
370000;2;3;1;37;0
210000;2;1;2;35;0
20000;2;2;2;27;0
50000;1;3;1;40;0
50000;1;2;2;28;0
330000;1;2;1;38;0
45000;2;2;2;38;0
175000;2;3;1;43;0
50000;1;4;2;34;0
195000;2;2;2;40;0
150000;2;1;1;37;0
310000;2;1;2;33;0
80000;2;1;2;26;0
105000;1;2;2;28;0
90000;2;2;1;31;0
210000;1;2;3;27;0
75000;1;1;1;42;0
225000;2;1;2;37;0
195000;2;2;2;26;0
55000;2;3;1;43;0
90000;1;2;1;42;0
60000;2;2;2;29;0
555000;2;3;2;32;0
70000;2;2;2;25;0
50000;2;;2;39;1
60000;2;2;2;24;1
20000;2;1;2;24;0
195000;2;2;1;36;0
265000;2;2;1;39;0
160000;2;2;2;32;0
50000;2;3;2;27;0
185000;2;2;1;32;0
320000;1;3;1;43;0
110000;;3;1;43;0
155000;2;2;2;33;0
180000;1;3;2;41;0
90000;2;4;1;43;0
205000;2;2;2;34;0
105000;2;3;2;32;0
360000;2;1;2;28;0
;2;2;2;34;0
205000;1;2;1;41;0
125000;;2;2;36;0
415000;2;2;2;33;0
170000;2;2;2;48;0
130000;1;2;2;29;0
90000;2;2;2;29;0
85000;2;1;1;31;0
150000;2;2;1;47;0
500000;2;1;2;31;0
385000;2;3;2;44;0
145000;2;3;2;30;0
55000;1;2;1;32;0
230000;2;2;1;41;0
340000;2;2;2;30;0
140000;1;1;2;27;0
110000;1;2;2;26;0
20000;2;2;2;22;1
210000;1;1;1;30;0
100000;2;1;2;26;0
85000;;2;2;28;0
320000;2;1;1;33;0
265000;1;1;2;29;0
50000;1;2;2;22;0
45000;1;2;1;35;0
20000;2;2;1;39;0
110000;1;1;2;25;0
30000;1;3;2;28;0
200000;;2;2;29;0
;1;2;1;33;0
50000;2;3;1;39;0
110000;2;2;1;37;0
110000;1;2;2;28;0
480000;2;2;1;37;0
385000;2;2;2;30;0
410000;2;1;2;56;0
;2;1;2;33;0
255000;2;2;1;34;0
150000;2;2;2;34;0
175000;2;3;2;36;0
135000;1;2;1;36;0
210000;1;2;1;47;0
400000;1;2;2;37;0
20000;2;3;1;42;0
215000;2;1;2;40;0
205000;2;2;2;53;0
340000;2;2;1;;0
500000;2;1;2;37;0
50000;2;2;2;24;1
140000;2;1;1;37;0
110000;1;2;1;30;0
290000;2;2;1;40;0
85000;2;3;1;35;0
130000;2;1;2;27;0
20000;1;2;2;50;0
325000;2;3;1;36;0
55000;2;2;1;54;0
10000;2;2;3;38;0
230000;1;3;2;37;0
180000;2;2;2;30;0
380000;2;1;2;44;0
65000;1;2;1;28;0
35000;1;3;1;47;0
360000;2;3;1;29;0
50000;1;1;2;22;0
130000;1;3;1;38;0
150000;2;1;2;31;0
40000;2;3;2;42;0
65000;2;3;2;30;0
200000;2;2;1;40;0
220000;2;2;1;44;0
;1;2;1;39;0
330000;1;2;2;35;0
170000;2;3;2;41;0
200000;2;2;1;40;0
190000;2;1;2;34;0
290000;2;1;2;30;0
215000;1;2;2;33;0
105000;2;1;2;40;0
150000;1;2;1;31;0
;2;2;;43;0
240000;2;2;2;30;0
80000;2;1;2;24;0
420000;1;1;1;46;0
280000;2;2;2;32;0
80000;2;2;1;31;0
60000;2;3;2;22;0
160000;2;1;2;27;0
175000;2;2;2;30;0
80000;2;1;2;25;0
200000;1;1;1;36;0
170000;2;1;1;40;0
90000;2;2;1;48;0
145000;1;3;1;42;0
180000;1;2;2;39;0
30000;1;1;2;24;1
180000;1;1;2;27;0
150000;2;3;2;33;0
120000;2;2;1;33;0
90000;2;3;1;45;0
145000;1;2;1;40;0
30000;1;3;1;38;0
140000;2;3;2;29;0
115000;2;2;2;34;0
50000;2;2;2;;0
380000;2;2;1;49;0
165000;1;2;2;42;0
255000;2;2;1;33;0
300000;1;1;1;34;0
85000;1;2;2;46;0
110000;2;3;2;26;0
150000;2;2;2;37;0
160000;1;2;2;35;0
175000;2;2;1;;0
175000;2;2;1;28;0
80000;2;1;2;23;0
275000;2;2;1;35;0
125000;2;2;1;45;0
500000;2;1;2;34;0
215000;2;2;1;42;0
70000;1;3;1;33;0
220000;2;1;2;24;0
50000;1;2;1;57;1
450000;2;3;2;40;0
450000;2;2;2;32;0
70000;2;3;2;41;0
490000;1;1;1;40;0
90000;1;3;1;35;0
115000;2;2;2;37;0
220000;2;1;1;36;0
300000;2;2;2;36;0
120000;2;1;2;26;0
75000;1;2;2;24;0
190000;2;1;1;43;0
200000;2;1;2;26;0
20000;2;2;2;23;0
220000;1;1;;43;0
150000;2;1;2;31;0
290000;2;1;1;31;0
270000;1;1;2;32;0
100000;1;1;2;32;0
190000;1;1;1;44;0
260000;2;3;1;38;0
115000;2;3;1;26;0
270000;2;2;2;36;0
175000;1;2;2;29;0
155000;2;;1;42;0
50000;1;2;1;53;0
325000;2;2;1;42;0
245000;2;2;2;27;0
100000;2;5;1;32;0
285000;2;1;2;28;0
225000;1;1;2;33;0
170000;1;1;1;35;0
50000;2;3;2;31;1
200000;1;1;1;40;0
180000;2;2;2;28;0
130000;2;2;1;37;0
200000;2;2;1;50;0
20000;1;2;3;49;0
280000;1;2;;34;0
130000;2;2;1;47;0
125000;2;3;1;35;0
175000;2;1;2;32;0
180000;2;1;1;33;0
20000;1;2;2;25;1
90000;2;2;2;24;0
30000;1;3;1;48;0
200000;2;2;2;27;0
390000;2;1;1;35;0
225000;2;2;1;45;0
290000;2;1;1;46;0
165000;2;2;;34;0
260000;1;2;1;33;0
235000;1;3;2;31;0
45000;1;3;1;44;0
360000;1;3;2;42;0
85000;1;2;2;25;0
130000;2;2;1;37;0
500000;1;1;;43;0
450000;2;1;1;29;0
100000;1;3;1;56;0
195000;1;2;2;38;0
65000;;3;3;48;0
240000;2;1;2;28;0
70000;1;2;2;38;0
235000;1;2;1;44;0
100000;1;2;2;36;0
50000;2;1;2;26;0
95000;1;2;2;30;0
150000;2;1;2;27;0
240000;2;1;2;26;0
195000;1;2;2;31;0
190000;2;1;1;46;0
90000;2;2;1;48;0
205000;1;;1;44;0
110000;2;1;2;27;0
500000;2;1;2;32;0
45000;2;3;;34;0
210000;1;2;2;37;0
50000;1;3;1;41;0
220000;2;1;1;36;0
295000;1;2;1;43;0
105000;;3;1;29;0
190000;2;1;2;27;0
160000;;2;1;42;0
150000;1;1;2;30;0
210000;2;3;2;34;0
155000;2;2;1;39;0
110000;2;2;1;32;0
275000;1;;2;37;0
90000;2;2;1;41;0
275000;2;2;1;33;0
140000;2;4;1;38;0
180000;2;3;1;39;0
130000;2;2;2;32;0
275000;1;3;1;41;0
50000;2;2;2;37;0
150000;2;2;1;34;0
255000;2;2;1;36;0
255000;1;2;1;40;0
130000;1;3;1;44;0
30000;2;2;2;42;0
155000;1;1;2;;0
145000;2;1;2;30;0
60000;1;2;2;30;0
280000;2;2;2;30;0
50000;2;1;1;29;0
500000;2;1;2;29;0
95000;1;2;2;32;0
390000;2;1;1;28;0
185000;2;2;1;26;0
130000;1;3;1;54;1
70000;2;2;1;29;0
80000;1;2;1;36;0
90000;1;1;1;34;0
120000;2;1;2;27;0
360000;2;1;2;29;0
255000;1;2;1;35;0
285000;1;2;2;27;0
360000;1;1;2;;0
80000;2;2;1;39;0
320000;1;1;2;33;0
30000;1;3;2;25;0
150000;;2;1;28;0
300000;2;1;1;38;0
300000;1;1;1;46;0
345000;2;1;1;42;0
185000;2;3;2;25;0
255000;1;2;1;49;0
150000;1;2;1;32;0
70000;2;2;2;30;0
425000;2;2;2;33;0
85000;2;3;1;48;0
30000;2;1;2;24;0
115000;1;3;2;36;0
270000;2;2;1;27;0
210000;;4;1;47;0
400000;;2;1;37;0
20000;1;3;2;28;0
50000;1;2;2;40;0
165000;1;2;1;41;0
30000;2;1;2;26;0
20000;1;2;2;24;0
70000;2;3;1;35;0
105000;2;2;3;29;0
330000;2;2;1;33;0
90000;2;3;1;40;0
210000;2;2;1;27;0
245000;2;1;2;27;0
120000;2;2;1;37;0
170000;2;1;2;34;0
65000;2;2;2;34;0
30000;1;2;1;50;0
225000;1;2;2;35;0
;2;3;2;44;0
85000;2;3;1;40;0
355000;2;2;1;45;0
140000;2;2;2;27;0
325000;2;2;2;26;0
115000;2;2;1;34;0
140000;2;3;1;52;0
50000;1;3;2;40;0
20000;2;2;1;29;0
;1;1;1;49;0
230000;;1;2;;0
100000;1;2;2;24;0
145000;2;2;2;45;0
80000;2;2;1;35;0
60000;1;3;2;40;0
50000;2;2;1;53;0
125000;2;2;1;38;0
405000;2;2;2;34;0
50000;2;1;2;27;0
240000;2;2;1;32;0
125000;2;3;2;39;0
20000;1;2;2;30;0
170000;2;;2;29;0
30000;1;2;2;34;0
105000;2;2;2;32;0
300000;2;1;2;28;0
360000;2;2;1;38;0
280000;2;1;1;56;0
70000;2;2;2;26;0
20000;2;2;1;43;0
360000;2;1;1;43;0
95000;2;3;2;34;0
;1;2;2;23;0
150000;1;3;2;33;0
290000;2;4;1;49;0
110000;2;2;2;33;0
190000;1;2;2;34;0
200000;1;2;2;40;0
210000;1;2;2;40;0
;2;1;2;25;0
90000;2;1;2;29;0
105000;2;3;1;37;0
120000;2;3;1;58;0
235000;1;2;2;36;0
230000;2;2;2;28;0
450000;2;1;2;25;0
230000;2;1;1;36;0
385000;2;2;2;44;0
290000;1;2;1;36;0
345000;2;3;1;32;0
235000;1;1;2;;0
70000;2;4;2;28;0
80000;2;1;1;35;0
310000;2;1;2;27;0
225000;1;2;2;33;0
320000;2;2;1;35;0
200000;2;1;2;40;0
130000;1;3;2;56;0
130000;2;2;1;41;0
30000;2;2;1;25;0
;2;2;1;37;0
90000;2;2;1;39;0
155000;2;2;2;29;0
330000;1;1;2;39;0
130000;2;2;2;38;0
80000;2;;1;35;0
180000;2;2;1;34;0
390000;2;2;2;41;0
30000;2;3;1;56;0
50000;2;2;2;22;0
240000;2;2;;;0
50000;2;1;2;24;0
260000;1;4;1;33;0
30000;2;2;2;23;0
30000;2;2;2;22;0
280000;1;1;2;30;0
130000;2;2;2;36;0
160000;2;1;1;38;0
50000;2;;2;25;0
145000;2;2;2;45;0
130000;2;4;2;37;0
125000;1;2;2;34;0
100000;1;2;2;27;0
100000;1;2;1;40;0
200000;2;3;1;30;0
220000;2;1;3;29;0
460000;2;1;2;34;0
260000;2;1;1;35;0
;1;1;1;43;0
75000;1;2;1;37;0
230000;2;1;1;31;0
90000;2;3;1;45;0
200000;1;1;2;60;0
360000;2;2;1;33;0
330000;2;2;2;32;0
155000;1;2;1;45;0
210000;2;3;1;31;0
290000;2;3;1;49;0
340000;2;2;1;57;0
110000;2;1;2;31;0
280000;2;1;2;30;0
215000;2;2;2;31;0
260000;2;1;1;53;0
;1;3;1;51;0
60000;1;2;2;39;0
180000;2;2;2;49;0
210000;2;2;1;26;0
;2;3;2;40;0
165000;2;2;2;23;0
140000;1;2;2;45;0
220000;1;2;2;30;0
60000;2;3;1;55;0
90000;2;2;2;34;0
270000;1;2;2;30;0
270000;2;3;1;39;0
330000;1;2;2;49;0
295000;1;2;1;42;0
360000;2;2;1;39;0
135000;2;2;1;30;0
250000;2;2;1;30;0
140000;2;3;2;59;0
195000;1;2;2;25;0
115000;2;2;2;33;0
295000;2;2;1;38;0
450000;2;1;2;40;0
120000;1;2;1;44;0
200000;2;1;2;34;0
70000;2;3;3;39;0
340000;2;1;2;45;0
80000;2;2;2;24;0
320000;2;1;2;31;0
205000;1;2;2;31;0
280000;1;2;2;31;0
270000;1;;1;34;0
290000;2;1;2;27;0
185000;2;2;1;31;0
215000;2;2;1;30;0
20000;2;2;1;21;0
30000;2;2;1;27;0
430000;2;1;1;37;0
20000;2;2;1;34;0
30000;2;3;1;57;0
115000;2;3;2;47;0
30000;2;2;1;55;0
70000;2;2;2;40;0
235000;1;2;1;45;0
170000;2;1;2;31;0
80000;1;2;1;36;0
200000;2;2;2;23;0
270000;2;2;1;38;0
20000;1;3;2;26;0
;2;3;1;44;0
175000;2;2;2;33;0
255000;1;2;2;28;0
20000;1;3;2;24;0
175000;2;2;1;27;0
150000;2;2;1;27;0
125000;1;2;1;32;0
50000;2;2;2;32;1
390000;2;2;2;32;0
80000;2;2;1;45;0
200000;2;2;2;31;0
30000;2;2;1;46;0
90000;1;3;1;31;0
120000;1;3;1;35;0
140000;2;1;2;25;0
10000;2;3;1;42;0
270000;2;2;2;30;0
20000;1;2;2;24;0
70000;2;2;2;23;0
170000;2;2;2;38;0
200000;1;1;2;29;0
10000;1;2;2;22;0
335000;1;1;1;47;0
150000;2;2;1;44;0
180000;2;2;1;42;0
180000;2;3;2;28;0
95000;1;2;;36;0
300000;2;1;2;31;0
345000;2;;2;44;0
245000;2;1;2;31;0
320000;1;2;2;28;0
185000;2;2;1;36;0
85000;1;2;2;29;0
110000;1;;1;34;0
105000;1;3;1;36;0
20000;2;1;;22;0
145000;1;1;2;38;0
210000;2;1;2;27;0
120000;1;2;2;38;0
80000;2;1;1;28;0
125000;1;2;2;30;0
125000;2;2;2;37;0
110000;2;2;1;33;0
60000;2;2;1;34;0
100000;2;2;;30;0
180000;1;1;1;36;0
160000;2;2;1;50;0
;2;1;2;36;0
75000;2;3;1;33;0
35000;2;2;3;44;0
240000;2;2;2;29;0
50000;2;3;2;54;0
195000;2;2;1;43;0
105000;2;1;2;29;0
210000;2;2;1;37;0
200000;2;2;2;30;0
20000;1;2;2;38;0
45000;1;3;2;38;0
230000;2;3;1;58;0
60000;1;2;1;46;0
20000;;2;1;38;0
240000;2;2;2;36;0
70000;1;2;1;24;0
135000;2;3;;28;0
280000;1;1;2;31;0
200000;1;1;2;33;0
165000;2;2;1;33;0
300000;2;2;2;38;0
70000;2;3;2;40;0
50000;2;3;2;39;0
50000;1;2;2;25;0
30000;1;2;2;38;0
360000;2;1;2;31;0
80000;2;2;1;35;0
20000;;2;2;23;0
180000;2;2;2;42;0
60000;2;2;;36;0
90000;2;3;1;33;0
295000;1;2;2;32;0
225000;2;2;2;29;0
250000;2;2;1;39;0
115000;1;2;1;45;0
90000;2;1;2;32;0
200000;2;1;2;36;0
360000;2;1;2;38;0
100000;1;2;2;41;0
20000;1;2;2;23;0
20000;2;2;1;25;0
155000;2;2;2;47;0
115000;2;2;2;30;0
230000;2;1;2;33;0
280000;1;1;1;31;0
50000;2;3;1;42;0
60000;2;3;1;34;1
70000;1;3;1;41;0
200000;2;1;2;25;0
105000;2;3;2;40;0
220000;1;2;2;40;0
130000;2;2;2;29;0
170000;2;1;2;29;0
100000;2;2;1;37;0
240000;2;1;2;27;0
50000;2;2;2;50;0
310000;2;2;1;34;0
230000;2;2;2;34;0
285000;1;2;1;34;0
150000;2;2;1;37;0
260000;1;3;1;37;0
495000;1;2;1;38;0
85000;2;2;2;33;0
150000;1;;2;32;0
440000;2;;1;46;0
150000;2;1;2;27;0
80000;1;3;2;30;0
30000;2;2;1;48;0
340000;2;3;2;44;0
140000;2;2;2;27;0
20000;1;2;2;33;0
85000;2;2;2;31;0
50000;1;2;2;47;0
50000;;2;1;30;0
140000;2;3;1;41;0
460000;1;2;1;55;0
150000;2;1;1;30;0
140000;2;2;2;23;0
170000;1;2;2;26;0
70000;1;1;2;43;0
50000;2;2;2;31;0
200000;2;1;2;27;0
;1;3;1;36;0
125000;2;2;1;43;0
340000;1;2;1;34;0
80000;2;2;2;25;0
205000;2;3;1;29;0
110000;2;2;1;35;0
430000;1;2;1;44;0
100000;1;3;1;40;0
30000;2;2;2;22;0
100000;1;3;2;29;0
360000;1;1;2;29;0
180000;2;2;2;30;0
270000;2;2;1;35;0
30000;2;;2;27;0
160000;1;1;1;41;0
30000;2;1;2;24;0
20000;1;2;2;35;0
130000;1;2;;39;0
130000;2;2;1;45;0
30000;1;1;2;36;0
90000;2;;1;32;0
130000;1;2;2;30;0
310000;2;2;1;42;0
110000;1;1;2;30;0
110000;2;2;2;33;0
20000;1;3;1;52;1
340000;1;1;1;41;0
50000;2;3;;33;0
185000;1;1;1;49;0
215000;2;2;2;28;0
205000;2;4;1;39;0
160000;1;2;2;35;0
275000;1;2;2;27;0
50000;1;3;2;26;0
305000;2;2;1;46;0
150000;2;2;2;26;0
160000;1;3;2;27;0
200000;2;2;1;36;0
145000;2;1;2;28;0
90000;1;2;2;27;0
170000;2;3;1;37;0
50000;2;2;1;25;0
120000;2;2;2;32;0
450000;2;3;2;40;0
70000;1;2;1;37;0
20000;1;2;1;50;0
210000;2;2;1;35;0
370000;1;2;2;34;0
185000;2;2;1;32;0
50000;1;2;2;24;0
520000;1;1;1;55;0
105000;1;2;1;42;0
35000;1;2;2;33;0
170000;1;1;2;48;0
400000;2;1;1;40;0
200000;2;1;1;39;0
10000;1;2;2;38;0
350000;2;3;1;50;0
100000;1;2;1;35;0
140000;1;3;2;25;0
120000;1;2;1;39;0
55000;2;2;2;27;0
100000;1;2;2;27;0
125000;2;2;1;32;0
180000;2;2;2;33;0
100000;2;2;1;38;0
60000;2;3;2;34;0
180000;2;2;1;35;0
130000;2;1;2;40;0
185000;2;2;2;33;0
65000;2;3;2;30;0
230000;1;3;2;30;0
280000;2;3;1;42;0
100000;2;1;1;27;0
150000;1;1;2;38;0
280000;2;3;1;46;0
50000;2;2;2;23;0
50000;2;3;3;49;0
30000;2;3;2;22;0
150000;2;5;1;25;0
380000;1;2;1;58;0
240000;1;1;2;33;0
200000;2;2;1;32;0
30000;1;3;1;50;0
95000;2;2;2;31;0
240000;2;2;2;32;0
290000;2;3;2;36;0
30000;1;2;3;53;0
135000;2;2;1;46;0
240000;2;3;1;43;0
225000;2;2;2;26;0
210000;1;3;1;33;0
10000;1;2;2;25;1
145000;2;3;2;36;0
50000;;2;1;37;0
385000;2;2;1;37;0
105000;1;2;2;26;0
100000;2;2;1;26;0
195000;2;3;1;44;0
115000;2;2;1;;0
135000;2;2;2;;0
200000;2;3;1;52;0
205000;1;;2;28;0
185000;2;4;1;47;0
190000;1;3;1;;0
150000;2;2;2;31;0
150000;1;1;2;27;0
140000;2;3;2;41;0
50000;1;2;1;51;0
175000;2;1;2;39;0
325000;2;1;2;32;0
140000;2;3;2;57;0
50000;1;2;2;33;0
50000;2;;1;30;0
210000;;1;1;38;0
120000;2;1;2;30;0
125000;;2;1;40;0
140000;2;2;1;32;0
120000;2;1;2;34;0
70000;1;3;3;47;0
145000;2;2;1;28;0
185000;1;2;1;45;0
500000;2;1;2;47;0
120000;2;2;1;43;0
150000;1;3;0;29;0
225000;2;2;2;31;0
360000;2;1;2;32;0
165000;2;2;1;36;0
50000;2;2;1;36;0
285000;2;2;2;37;0
105000;1;3;2;34;0
275000;1;3;2;33;0
80000;2;3;2;25;0
50000;2;3;2;30;0
50000;2;1;2;33;0
10000;1;2;2;22;0
115000;2;2;1;38;0
60000;2;2;1;41;0
500000;1;1;2;27;0
220000;1;2;2;29;0
110000;2;3;1;36;0
200000;1;2;1;34;0
180000;2;2;2;26;0
180000;1;;2;41;0
50000;2;2;;49;0
75000;2;2;2;38;0
300000;2;2;1;33;0
170000;2;2;1;40;0
285000;2;1;2;35;0
20000;1;2;2;28;0
160000;1;2;2;36;0
230000;2;1;1;;0
170000;2;1;2;37;0
175000;1;2;1;36;0
195000;2;1;;34;0
190000;2;1;2;32;0
260000;1;1;2;27;0
400000;1;2;2;26;0
50000;2;3;1;35;0
;1;3;1;45;0
110000;1;2;2;34;0
20000;1;2;2;23;0
195000;2;3;2;25;0
320000;1;1;2;33;0
280000;2;1;;30;0
50000;1;2;2;25;0
320000;2;2;2;28;0
150000;2;1;1;33;0
80000;2;2;2;32;0
280000;2;2;2;26;0
235000;2;2;1;41;0
220000;2;2;1;39;0
170000;2;2;1;43;0
50000;1;2;2;30;0
70000;2;3;1;50;0
350000;2;1;2;44;0
310000;2;3;2;;0
110000;1;3;1;40;0
180000;2;2;2;29;0
30000;1;3;2;33;0
125000;2;;1;34;0
270000;2;2;1;41;0
360000;1;1;2;39;0
150000;2;1;2;29;0
265000;2;2;2;29;0
140000;2;2;1;33;0
90000;2;3;2;25;0
50000;2;1;2;26;0
105000;2;3;2;38;0
110000;2;1;1;28;0
245000;1;1;1;47;0
90000;1;2;2;39;0
90000;2;1;2;23;0
20000;2;2;1;36;0
65000;1;2;2;27;0
125000;2;1;2;26;0
330000;2;1;1;36;0
275000;2;2;2;30;0
50000;1;3;2;53;0
65000;2;2;2;24;0
50000;2;3;1;45;0
80000;1;2;2;48;0
10000;1;5;2;35;1
140000;1;2;2;29;0
60000;1;2;2;33;0
240000;2;1;1;41;0
110000;2;2;2;32;0
115000;2;2;1;31;0
430000;1;1;2;31;0
120000;1;2;2;37;0
210000;2;2;1;48;0
180000;2;1;2;34;0
50000;2;2;3;39;0
220000;1;2;2;30;0
50000;1;3;2;39;0
190000;1;2;2;35;0
400000;2;1;1;32;0
190000;2;1;2;32;0
180000;2;1;2;34;0
365000;2;2;2;41;0
175000;2;2;2;35;0
110000;2;;1;40;0
125000;2;2;2;25;0
160000;2;2;1;34;0
170000;1;4;1;32;0
20000;1;2;1;45;0
210000;2;2;2;33;0
200000;2;2;2;35;0
100000;2;2;1;38;0
140000;2;1;2;30;0
310000;2;2;2;42;0
40000;2;2;2;23;0
115000;1;3;1;35;0
90000;2;3;2;28;0
340000;2;1;1;34;0
85000;2;2;1;44;0
500000;1;1;2;33;0
205000;1;3;1;36;0
150000;1;1;2;30;0
220000;1;1;2;32;0
340000;2;1;1;36;0
80000;1;3;2;27;0
150000;2;2;1;40;0
225000;2;1;1;42;0
110000;2;2;2;45;0
355000;1;2;2;33;0
50000;2;2;2;25;0
100000;2;2;1;31;0
80000;2;3;2;47;0
240000;2;1;2;30;0
60000;1;2;2;40;1
240000;2;1;2;28;0
70000;2;3;1;37;0
280000;2;2;2;26;0
50000;1;3;2;38;0
170000;1;2;2;29;0
275000;2;4;1;41;0
100000;2;2;1;;0
50000;1;3;2;46;0
75000;1;2;2;33;0
315000;1;2;1;42;0
;1;2;2;34;0
35000;2;3;2;37;0
80000;2;4;2;47;0
85000;2;2;2;28;0
30000;2;2;2;22;0
205000;2;2;2;32;0
160000;2;2;2;30;0
325000;2;1;1;33;0
320000;2;2;1;36;0
160000;2;2;1;26;0
260000;2;2;2;26;0
245000;2;2;1;27;0
130000;2;3;2;36;0
230000;2;2;2;34;0
30000;2;3;1;25;0
210000;2;2;2;28;0
180000;1;2;2;26;0
10000;2;3;2;;1
50000;2;2;1;35;1
400000;1;2;2;34;0
30000;2;2;2;41;0
140000;1;3;2;34;0
190000;2;3;2;24;0
140000;2;3;0;33;0
210000;1;2;2;33;0
20000;2;1;2;;0
65000;2;2;1;;0
110000;2;1;1;41;1
260000;;2;2;28;0
130000;2;1;;27;0
140000;2;2;1;27;0
105000;2;2;2;24;0
220000;2;2;2;29;0
185000;2;2;1;47;0
110000;2;2;2;24;0
150000;1;5;1;34;0
20000;1;2;1;48;1
425000;1;2;2;35;0
290000;1;1;;35;0
200000;1;2;2;29;0
500000;1;2;2;36;0
20000;2;2;2;26;0
335000;1;3;1;36;0
;2;1;2;26;0
165000;2;2;;34;0
200000;2;2;2;37;0
400000;2;2;1;43;0
15000;1;3;2;34;0
130000;2;2;2;29;0
260000;1;2;1;50;0
90000;2;1;2;31;1
20000;1;2;2;34;0
100000;1;2;;26;0
50000;2;2;2;25;0
120000;2;1;2;25;0
105000;2;2;1;28;0
80000;2;4;1;31;0
205000;2;2;2;26;0
290000;2;2;2;34;0
200000;1;2;2;34;0
50000;2;3;2;23;0
125000;1;2;2;31;0
120000;1;1;2;37;0
70000;2;2;1;35;0
50000;1;2;;24;1
180000;2;2;1;44;0
205000;2;2;1;54;0
385000;2;2;2;29;0
150000;2;2;2;30;0
10000;1;2;2;26;0
290000;2;1;2;30;0
140000;1;2;2;25;0
210000;2;2;2;31;0
225000;1;2;1;48;0
80000;1;2;1;39;0
20000;1;3;1;46;0
;2;1;2;29;0
310000;1;1;1;36;0
240000;1;1;2;30;0
140000;2;1;2;26;0
50000;2;2;2;30;0
35000;1;3;2;33;0
65000;2;2;1;35;0
25000;2;3;1;48;0
50000;1;3;1;47;0
310000;1;2;1;36;0
180000;2;2;2;27;0
50000;1;2;2;32;0
180000;2;2;1;40;0
190000;2;2;2;28;0
200000;2;3;1;37;0
500000;2;1;2;37;0
160000;1;1;2;28;0
;2;2;2;30;0
110000;1;2;1;34;0
115000;1;2;1;33;0
195000;2;1;2;30;0
20000;1;1;2;25;0
275000;;1;1;35;0
270000;1;1;2;35;0
140000;2;1;1;36;0
40000;2;1;2;26;0
80000;1;1;2;25;0
140000;1;1;2;27;0
80000;1;1;2;29;0
50000;1;2;2;27;0
230000;2;1;2;42;0
150000;2;1;2;34;0
175000;2;4;2;31;0
180000;2;2;1;32;0
180000;2;2;2;27;0
265000;2;2;1;39;0
50000;2;;2;22;0
190000;1;2;2;;0
145000;1;3;1;39;0
100000;2;3;2;31;0
205000;2;2;2;;0
10000;1;2;2;27;0
240000;2;4;2;28;0
390000;2;3;1;36;0
130000;2;3;1;43;0
50000;2;2;2;22;0
300000;2;2;1;43;0
155000;2;3;1;46;0
50000;2;2;1;38;0
20000;1;2;1;50;0
290000;2;2;2;37;0
40000;2;2;2;25;0
370000;2;2;2;40;0
130000;2;2;2;28;0
490000;1;2;1;43;0
230000;2;1;2;27;0
115000;1;1;2;33;0
130000;2;1;2;30;0
230000;1;2;1;29;0
180000;2;1;2;28;0
220000;1;1;2;30;0
90000;;2;2;24;0
120000;2;3;1;40;0
320000;2;1;2;33;0
350000;2;3;1;48;0
210000;2;5;2;29;0
40000;2;1;2;27;0
255000;1;3;2;43;0
200000;2;2;2;27;0
105000;2;2;2;32;0
230000;2;2;2;27;0
460000;2;1;1;45;0
40000;2;2;1;37;0
250000;2;2;1;46;0
20000;1;2;2;23;0
320000;2;2;1;38;0
180000;2;2;2;27;0
230000;1;2;2;38;0
20000;1;3;2;49;0
260000;1;;2;34;0
185000;;2;2;28;0
500000;1;1;2;33;0
20000;2;2;1;31;0
270000;2;2;2;29;0
60000;2;2;1;48;0
155000;2;2;2;32;0
200000;1;2;1;52;0
110000;2;1;1;35;0
360000;2;1;1;46;0
275000;2;1;1;29;0
150000;1;2;2;37;0
50000;1;2;2;56;0
95000;2;2;1;34;0
85000;1;2;1;36;0
160000;2;3;1;38;0
30000;1;3;1;53;0
110000;1;2;1;48;0
135000;2;2;3;27;0
20000;2;2;1;24;0
50000;1;1;1;29;0
90000;2;3;2;60;0
120000;1;3;2;31;0
30000;2;1;2;23;0
240000;2;1;1;34;0
50000;2;2;2;32;0
220000;1;1;2;33;0
150000;2;2;1;47;0
275000;1;2;1;37;0
215000;2;4;2;46;0
100000;2;2;2;24;0
90000;2;2;2;33;0
320000;2;2;2;28;0
180000;2;2;1;52;0
80000;1;2;1;51;0
80000;1;;2;28;0
160000;;3;1;46;0
360000;2;2;2;30;0
120000;1;2;2;36;0
200000;2;2;1;36;0
160000;2;3;1;40;0
130000;1;1;2;27;0
